462,"frozenset({26, 21, 14})","frozenset({18, 15})",0.003115264797507788,0.009345794392523364,0.003115264797507788,1.0,107.00000000000001,0.0030861501732320144,inf,0.99375,3,2,5
469,"frozenset({27, 14, 31})","frozenset({40, 30})",0.003115264797507788,0.014018691588785047,0.003115264797507788,1.0,71.33333333333333,0.0030715928610941276,inf,0.9890625000000001,3,2,5
455,"frozenset({34, 10, 22})","frozenset({36, 44})",0.003115264797507788,0.01557632398753894,0.003115264797507788,1.0,64.2,0.003066740423714832,inf,0.9875,3,2,5
454,"frozenset({34, 10, 36})","frozenset({44, 22})",0.003115264797507788,0.017133956386292833,0.003115264797507788,1.0,58.36363636363637,0.0030618879863355364,inf,0.9859375,3,2,5
456,"frozenset({10, 36, 44})","frozenset({34, 22})",0.003115264797507788,0.018691588785046728,0.003115264797507788,1.0,53.50000000000001,0.0030570355489562408,inf,0.984375,3,2,5
468,"frozenset({40, 14, 30})","frozenset({27, 31})",0.003115264797507788,0.021806853582554516,0.003115264797507788,1.0,45.85714285714286,0.0030473306741976495,inf,0.9812500000000001,3,2,5
225,"frozenset({18, 35, 23})",frozenset({9}),0.003115264797507788,0.102803738317757,0.003115264797507788,1.0,9.727272727272727,0.0027950039304742774,inf,0.9,3,1,4
16,"frozenset({1, 28, 6})",frozenset({9}),0.003115264797507788,0.102803738317757,0.003115264797507788,1.0,9.727272727272727,0.0027950039304742774,inf,0.9,3,1,4
185,"frozenset({39, 29, 7})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
402,"frozenset({25, 19, 38})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
34,"frozenset({1, 12, 41})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
41,"frozenset({32, 1, 27})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
43,"frozenset({40, 1, 27})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
397,"frozenset({18, 45, 30})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
118,"frozenset({40, 26, 4})",frozenset({28}),0.003115264797507788,0.10903426791277258,0.003115264797507788,1.0,9.17142857142857,0.0027755941809570945,inf,0.8937499999999999,3,1,4
189,"frozenset({39, 30, 7})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
148,"frozenset({16, 10, 6})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
296,"frozenset({32, 13, 14})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
283,"frozenset({19, 20, 12})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
161,"frozenset({8, 34, 7})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
33,"frozenset({1, 28, 12})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
370,"frozenset({40, 16, 43})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
278,"frozenset({11, 29, 38})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
193,"frozenset({39, 45, 7})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
160,"frozenset({29, 6, 39})",frozenset({41}),0.003115264797507788,0.11370716510903427,0.003115264797507788,1.0,8.794520547945206,0.0027610368688192077,inf,0.8890625,3,1,4
395,"frozenset({18, 28, 45})",frozenset({30}),0.003115264797507788,0.11993769470404984,0.003115264797507788,1.0,8.337662337662337,0.0027416271193020252,inf,0.8828125,3,1,4
357,"frozenset({27, 45, 15})",frozenset({30}),0.003115264797507788,0.11993769470404984,0.003115264797507788,1.0,8.337662337662337,0.0027416271193020252,inf,0.8828125,3,1,4
62,"frozenset({17, 2, 30})",frozenset({38}),0.003115264797507788,0.11993769470404984,0.003115264797507788,1.0,8.337662337662337,0.0027416271193020252,inf,0.8828125,3,1,4
61,"frozenset({17, 2, 38})",frozenset({30}),0.003115264797507788,0.11993769470404984,0.003115264797507788,1.0,8.337662337662337,0.0027416271193020252,inf,0.8828125,3,1,4
251,"frozenset({10, 36, 44})",frozenset({22}),0.003115264797507788,0.11993769470404984,0.003115264797507788,1.0,8.337662337662337,0.0027416271193020252,inf,0.8828125,3,1,4
